"11",NA,"256",NA,NA,"풀박스","0","0","1120000원","[모바일#]아이패드프로 3세대 256G(A1934) / 11인치 / 풀박스","https://cafe.naver.com/joonggonara/593920161"
"11","cellular","64",NA,NA,NA,"0","0","900000원","아이패드 프로3세대 11인치 64g 셀룰러","https://cafe.naver.com/joonggonara/593919929"
"12.9","cellular","256","실버|",NA,"풀박스","0","0","1400000원","아이패드프로3세대 12.9 256기가 셀룰러 실버 정상해지 무기스 풀박스 팝니다.","https://cafe.naver.com/joonggonara/593916628"
"11","WIFI","64","실버|",NA,"미개봉","0","0","880000원","[정품] 애플 아이패드 프로 3세대 11형 WIFI 64GB(MTXP2KH/A) 실버 미개봉 새제품 판매합니다!","https://cafe.naver.com/joonggonara/593913041"
"11","cellular","512",NA,NA,NA,"0","0",NA,"[거래중][아이패드 프로 3세대 11인치 512기가 셀룰러 풀셋 ][1,400,000원]","https://cafe.naver.com/joonggonara/593911123"
NA,"wifi","64",NA,NA,NA,"1","0","980000원","아이패드프로3세대 64G 와이파이 + 애플펜슬2세대","https://cafe.naver.com/joonggonara/594199116"
"11","wifi","64","스페이스 그레이|",NA,"풀박스","1","0","990000원","아이패드프로3세대 11인치 wifi 64기가 스그 풀박+펜슬2세대 등 일괄판매(대구)","https://cafe.naver.com/joonggonara/594190930"
"11",NA,NA,NA,NA,"풀박스","1","0",NA,"[공식앱][풀박)아이패드 프로 3세대 11인치 + 아이펜슬 2세대][1,250,000원]","https://cafe.naver.com/joonggonara/594150113"
"11","WIFI","256",NA,NA,"미개봉","1","0","1100000원","(미개봉) 아이패드 프로 3세대 11 WIFI 256G + 애플펜슬 2세대 새상품입니다","https://cafe.naver.com/joonggonara/594145311"
"12.9","cellular","256",NA,NA,NA,"1","0","1550000원","아이패드 프로 3세대 12.9인치 256 셀룰러 + 애플펜슬 2세대 155 판매합니다","https://cafe.naver.com/joonggonara/594078035"
"11","cellular","64",NA,NA,NA,"1","0","1250000원","아이패드프로3세대 11인치 64g lte버전+스마트폴리오키보드케이스+애플펜슬2세대 팝니다","https://cafe.naver.com/joonggonara/594035299"
"12.9","wifi","64",NA,NA,NA,"0","1","1100000원","아이패드 프로 3세대 12.9인치 64기가 와이파이+스마트폴리오키보드","https://cafe.naver.com/joonggonara/594007534"
"11","wifi","64","스페이스 그레이|","애플케어플러스|",NA,"0","0","2000원","아이패드 프로 3세대 11인치 64g 와이파이 스그 팝니다. 애플케어 플러스. 폴리오케이스. 슈피겐 글라스tr 포함","https://cafe.naver.com/joonggonara/594006808"
"11","wifi","64","스페이스 그레이|",NA,"새상품","1","0","850000원","[아이패드프로3] 아이패드프로 3세대 11인치 64기가 와이파이 스페이스그레이 + 애플펜슬 거의 새제품이예요!","https://cafe.naver.com/joonggonara/593994749"
"12.9",NA,"256","스페이스 그레이|",NA,NA,"1","0","1400000원","아이패드프로 3세대 12.9 cellular 256G 스그 팝니다.(펜슬 2세대 포함)","https://cafe.naver.com/joonggonara/593988047"
"12.9",NA,"256",NA,NA,"미개봉","1","1","1700000원","[부산] 미개봉은 아닌 단순개봉 아이패드 프로 3세대 12.9inch 256GB Space Gray + 단순개봉 스마트 키보드 폴리오 + 단순개봉 애플펜슬 2세대","https://cafe.naver.com/joonggonara/593969188"
"12.9","Error","1024","스페이스 그레이|",NA,NA,"1","1","2300000원","AA급/아이패드프로12.9_3세대/1TB/LTEWiFi[셀룰러]애플정품키보드/애플펜슬2세대/A1895/스페이스그레이[Space Gray] 팝니다!!!","https://cafe.naver.com/joonggonara/593963092"
NA,"wifi","64",NA,NA,"풀박스","0","1","1000000원","아이패드 프로 3세대 wifi + cellular (64GB)다크그레이 + 키보드 팝니다.(풀박)","https://cafe.naver.com/joonggonara/593956074"
"12.9","cellular","512",NA,NA,NA,"1","0","11111원","아이패드 프로3 12.9 512기가 셀룰러 + 애플펜슬2세대 팝니다","https://cafe.naver.com/joonggonara/593943453"
NA,"WIFI","64",NA,NA,NA,"1","0","950000원","아이패드 프로3 64기가 WIFI용 + 애플펜슬2 95만원 / 서울 직거래","https://cafe.naver.com/joonggonara/593941367"
"12.9","Error","512",NA,NA,NA,"0","1","2000000원","Apple 2018년 아이패드 프로 12.9 3세대 Wi-Fi + 셀룰러 512GB + 키보드 포함","https://cafe.naver.com/joonggonara/593923972"
"11","wifi",NA,"스페이스 그레이|",NA,NA,"0","0","750000원","아이패드프로 3세대 11인치 스그 와이파이 75만 팝니다.","https://cafe.naver.com/joonggonara/594620079"
"12.9","LTE","512",NA,NA,"미개봉","0","0","1800000원","양산/부산/울산 직거래) 아이패드 프로 3세대 12.9 LTE 512GB 스페이스 그레이 미개봉 판매합니다","https://cafe.naver.com/joonggonara/594604789"
"11","WIFI","64",NA,NA,NA,"0","0",NA,"[공식앱][아이패드프로3세대 11인치 WIFI버전 64g 팝니다][850,000원]","https://cafe.naver.com/joonggonara/594601335"
